YEAR,DOY,T2M,WS2M,RH2M,PRECTOTCORR
2016,299,18.88,2.13,59.43,0.0
2016,300,20.87,1.89,56.31,0.0
2016,301,18.19,4.03,74.7,1.1
2016,302,17.8,2.69,71.13,0.63
2016,303,20.14,3.5,79.89,0.78
2016,304,21.63,3.64,79.82,2.84
2016,305,18.19,3.49,48.49,0.02
2016,306,17.42,2.27,51.41,0.08
2016,307,18.32,3.06,55.02,0.01
2016,308,19.68,2.0,65.54,0.03
2016,309,22.01,1.63,54.49,0.0
2016,310,20.53,5.1,41.7,0.0
2016,311,18.93,3.24,47.89,0.0
2016,312,22.01,2.26,56.61,0.0
2016,313,22.11,2.59,64.26,2.02
2016,314,18.49,2.79,87.82,7.15
2016,315,19.42,1.67,79.21,0.84
2016,316,19.07,2.93,79.38,0.38
2016,317,24.02,2.69,69.81,12.36
2016,318,22.03,3.59,48.56,0.03
2016,319,18.24,4.97,64.61,2.08
2016,320,17.56,3.33,65.49,0.44
2016,321,18.45,3.48,71.52,0.06
2016,322,19.75,2.85,67.66,0.15
2016,323,23.36,2.43,61.17,0.0
2016,324,20.03,3.09,79.61,0.53
2016,325,20.7,1.99,77.09,1.07
2016,326,23.68,1.85,74.93,0.04
2016,327,24.39,2.76,66.45,0.01
2016,328,22.19,3.11,73.12,1.5
2016,329,17.76,4.27,62.24,0.01
2016,330,18.67,3.67,66.83,0.0
2016,331,20.26,2.6,70.55,0.05
2016,332,19.91,3.34,79.86,0.38
2016,333,22.27,2.36,79.94,0.4
2016,334,20.08,3.59,80.24,0.18
2016,335,20.58,2.49,75.78,0.96
2016,336,22.46,2.4,74.86,0.04
2016,337,25.83,1.36,54.88,0.02
2016,338,21.08,3.35,78.35,0.16
2016,339,22.27,2.47,77.91,0.77
2016,340,24.81,1.83,77.33,2.29
2016,341,21.86,2.3,87.62,9.65
2016,342,20.96,3.38,79.7,0.8
2016,343,23.57,3.44,75.28,0.11
2016,344,20.66,4.7,51.28,0.02
2016,345,19.93,2.98,64.99,0.0
2016,346,21.8,3.12,72.44,0.29
2016,347,22.65,3.15,73.96,0.07
2016,348,26.73,2.07,57.14,0.0
2016,349,26.49,2.94,56.62,6.16
2016,350,18.38,4.24,86.86,11.64
2016,351,20.24,2.72,92.08,26.91
2016,352,24.42,2.45,68.54,0.08
2016,353,19.01,4.62,68.2,0.52
2016,354,19.5,3.83,65.12,0.05
2016,355,23.58,2.73,64.48,0.07
2016,356,20.97,3.57,74.92,0.29
2016,357,20.43,3.05,72.57,0.46
2016,358,21.3,3.59,74.89,0.03
2016,359,22.4,1.68,81.19,4.85
2016,360,22.69,2.95,82.82,0.4
2016,361,24.2,3.28,74.37,0.5
2016,362,22.88,2.07,84.05,0.55
2016,363,23.53,3.47,79.68,0.0
2016,364,26.68,1.59,62.38,0.01
2016,365,27.39,1.36,63.33,0.42
2016,366,24.41,2.72,81.16,0.71
2017,1,22.8,2.06,84.94,4.55
2017,2,21.52,4.59,81.4,0.93
2017,3,21.32,4.51,76.83,1.44
2017,4,21.73,3.35,69.92,0.59
2017,5,22.3,3.03,78.54,4.53
2017,6,22.7,3.01,77.41,4.13
2017,7,22.9,3.28,72.58,0.36
2017,8,23.62,3.22,73.26,0.0
2017,9,24.65,2.14,71.23,0.21
2017,10,25.21,2.21,76.63,3.37
2017,11,27.09,2.22,71.56,0.14
2017,12,23.36,3.47,76.29,0.04
2017,13,27.23,2.88,67.55,0.01
2017,14,26.43,2.49,73.26,0.19
2017,15,23.35,3.42,70.43,0.27
2017,16,23.84,3.55,73.37,0.13
2017,17,27.44,2.25,68.31,0.01
2017,18,25.86,4.17,66.58,0.34
2017,19,21.61,3.72,67.19,0.78
2017,20,24.24,4.09,79.83,10.72
2017,21,21.48,4.43,65.59,0.19
2017,22,22.24,2.97,68.07,0.12
2017,23,24.69,3.82,70.46,0.0
2017,24,25.84,3.33,71.63,5.6
2017,25,21.78,2.95,72.16,1.17
2017,26,22.07,2.71,81.42,0.2
2017,27,22.87,3.07,78.3,0.33
2017,28,24.85,2.86,76.17,0.51
2017,29,24.62,1.65,85.85,0.28
2017,30,27.91,2.58,72.27,0.3
2017,31,26.8,3.14,69.55,0.38
2017,32,22.76,2.86,84.5,4.28
2017,33,22.65,3.35,79.62,0.6
2017,34,23.99,2.95,75.47,0.09
2017,35,25.69,2.17,85.41,0.53
2017,36,28.38,2.28,66.69,0.13
2017,37,26.3,3.01,76.48,0.64
2017,38,23.58,4.44,87.94,17.8
2017,39,23.96,4.32,80.35,12.1
2017,40,25.46,3.37,74.88,0.68
2017,41,28.89,1.86,65.83,0.04
2017,42,30.08,1.54,66.92,0.28
2017,43,25.3,3.42,80.72,1.21
2017,44,21.77,3.34,55.85,0.0
2017,45,21.69,3.32,72.39,3.12
2017,46,22.83,2.89,67.28,0.08
2017,47,25.74,3.39,69.87,0.02
2017,48,27.28,3.56,73.69,3.23
2017,49,24.08,3.38,84.7,5.91
2017,50,21.54,3.46,78.44,3.33
2017,51,21.89,3.01,45.81,0.01
2017,52,22.91,2.31,57.56,0.0
2017,53,24.08,4.29,69.39,0.01
2017,54,24.54,3.85,72.55,0.0
2017,55,23.79,2.77,77.16,1.31
2017,56,21.51,4.84,83.69,14.65
2017,57,22.26,4.65,74.17,10.09
2017,58,22.87,3.92,75.85,2.78
2017,59,23.19,3.33,78.76,8.04
2017,60,22.72,3.16,86.17,17.98
2017,61,23.09,2.02,79.43,10.87
2017,62,22.65,3.93,84.42,9.55
2017,63,22.23,4.96,84.26,28.81
2017,64,21.52,4.94,84.44,11.59
2017,65,21.23,6.62,76.73,0.77
2017,66,20.83,5.89,73.27,1.7
2017,67,20.73,4.12,71.88,2.1
2017,68,21.17,4.02,68.54,0.63
2017,69,21.33,4.14,69.19,0.07
2017,70,20.75,2.53,73.31,0.06
2017,71,21.99,3.44,73.79,0.01
2017,72,22.79,3.23,85.11,3.42
2017,73,22.62,3.28,86.34,16.67
2017,74,22.76,4.15,86.24,23.35
2017,75,22.77,3.84,91.98,29.89
2017,76,21.6,6.63,86.54,8.0
2017,77,23.01,5.08,86.18,23.31
2017,78,23.7,4.19,90.63,13.17
2017,79,23.9,3.26,90.84,0.77
2017,80,23.81,2.59,93.09,12.19
2017,81,23.99,2.13,91.46,16.47
2017,82,21.52,4.16,84.83,8.53
2017,83,21.37,3.29,76.53,2.5
2017,84,21.63,2.11,73.34,0.39
2017,85,22.73,1.64,81.24,0.18
2017,86,22.71,3.34,85.35,0.01
2017,87,22.09,2.78,86.88,0.32
2017,88,24.31,2.36,88.57,0.07
2017,89,21.43,5.45,87.4,29.8
2017,90,19.43,5.63,74.8,0.12
2017,91,20.16,2.69,69.98,0.03
2017,92,20.24,5.38,70.85,1.46
2017,93,19.83,4.25,71.97,7.52
2017,94,20.13,4.25,69.34,4.98
2017,95,19.93,3.16,63.98,1.03
2017,96,20.0,1.99,59.82,0.06
2017,97,20.64,1.84,60.64,0.06
2017,98,20.08,2.85,76.17,0.0
2017,99,20.05,4.23,78.66,9.74
2017,100,15.69,4.6,69.53,0.06
2017,101,19.16,5.52,75.51,0.53
2017,102,19.53,3.69,80.74,1.52
2017,103,19.12,2.92,77.15,0.69
2017,104,19.34,1.81,69.92,0.02
2017,105,19.65,1.57,69.52,0.1
2017,106,19.79,2.53,71.3,0.0
2017,107,19.89,1.96,71.08,0.08
2017,108,20.51,1.67,70.57,0.15
2017,109,20.83,2.75,72.15,0.52
2017,110,20.86,2.26,75.46,0.19
2017,111,20.46,2.5,77.59,0.0
2017,112,20.65,2.72,77.94,0.23
2017,113,20.42,1.41,76.44,0.33
2017,114,20.7,1.5,75.9,0.12
2017,115,20.89,3.52,82.84,0.51
2017,116,18.41,3.87,75.32,1.44
2017,117,16.16,5.24,69.07,0.26
2017,118,16.54,3.22,65.26,0.01
2017,119,17.05,2.66,69.9,0.0
2017,120,18.6,2.55,74.27,0.04
2017,121,18.91,3.05,75.28,0.0
2017,122,18.75,2.92,64.86,0.02
2017,123,17.56,4.24,68.95,1.06
2017,124,18.02,2.36,63.94,0.25
2017,125,18.83,2.0,66.53,0.0
2017,126,18.53,2.93,72.57,0.01
2017,127,17.28,3.05,57.39,0.0
2017,128,15.94,3.01,62.0,0.0
2017,129,16.73,3.25,73.41,0.03
2017,130,16.75,2.92,73.29,0.0
2017,131,17.14,2.99,74.54,0.0
2017,132,17.6,1.94,74.98,0.01
2017,133,18.35,1.86,75.01,0.02
2017,134,18.38,2.49,76.23,0.93
2017,135,17.22,4.76,77.68,0.14
2017,136,16.44,3.51,68.34,0.01
2017,137,17.31,1.81,65.01,0.02
2017,138,18.93,2.08,70.94,0.05
2017,139,19.37,3.91,80.41,3.91
2017,140,18.81,2.83,85.74,5.05
2017,141,17.9,2.41,75.95,0.07
2017,142,18.06,1.91,77.49,0.01
2017,143,18.56,2.35,80.54,0.04
2017,144,17.73,3.61,68.36,0.02
2017,145,16.48,2.29,66.65,0.0
2017,146,16.12,2.66,72.61,0.0
2017,147,17.7,1.6,70.5,0.01
2017,148,17.13,3.44,70.35,0.09
2017,149,14.47,3.9,59.39,0.04
2017,150,13.31,3.13,64.46,0.01
2017,151,14.33,5.22,71.38,0.19
2017,152,14.46,4.53,74.09,0.02
2017,153,15.21,4.45,72.75,0.02
2017,154,15.8,4.0,82.02,0.49
2017,155,15.65,2.48,76.97,0.1
2017,156,15.31,1.84,68.01,0.03
2017,157,12.95,4.27,73.99,11.31
2017,158,15.81,5.69,84.65,26.09
2017,159,16.81,3.58,81.77,3.95
2017,160,16.64,3.69,81.69,6.98
2017,161,17.01,3.39,80.71,12.4
2017,162,16.33,1.48,82.63,2.26
2017,163,15.86,3.14,80.64,0.15
2017,164,16.27,3.52,79.54,0.21
2017,165,16.88,1.82,79.28,0.2
2017,166,16.17,1.52,73.35,0.03
2017,167,15.96,2.51,79.96,0.03
2017,168,16.66,2.45,84.59,0.35
2017,169,16.28,4.77,81.91,0.18
2017,170,16.86,4.08,79.85,0.13
2017,171,16.85,2.22,73.62,0.15
2017,172,15.42,3.57,75.83,0.0
2017,173,15.65,2.24,75.6,0.02
2017,174,14.91,2.65,66.21,0.0
2017,175,15.11,3.34,61.78,0.01
2017,176,14.24,3.37,68.07,0.02
2017,177,14.61,2.62,64.41,0.0
2017,178,15.15,1.6,64.15,0.0
2017,179,14.59,2.22,73.89,0.48
2017,180,14.06,2.58,71.56,0.21
2017,181,13.5,4.87,65.89,0.02
2017,182,13.01,3.61,71.07,0.01
2017,183,13.15,2.31,65.99,0.0
2017,184,13.19,3.2,76.77,0.26
2017,185,15.96,2.85,68.38,0.04
2017,186,15.51,3.51,63.38,0.03
2017,187,14.35,2.74,63.49,0.02
2017,188,13.85,3.18,60.55,0.0
2017,189,13.55,3.34,66.03,0.04
2017,190,13.36,3.14,64.74,0.0
2017,191,13.31,3.12,63.93,0.0
2017,192,13.92,3.69,71.65,0.16
2017,193,14.52,3.39,75.06,0.68
2017,194,14.33,2.26,73.87,0.1
2017,195,14.73,3.19,73.04,0.16
2017,196,14.92,2.41,65.26,0.1
2017,197,14.04,2.41,56.56,0.0
2017,198,14.43,2.56,65.36,0.01
2017,199,15.57,3.48,68.52,0.01
2017,200,13.82,4.93,66.73,0.02
2017,201,13.39,5.01,65.77,0.0
2017,202,13.25,4.38,71.5,0.0
2017,203,13.86,2.54,56.59,0.0
2017,204,14.87,3.37,54.96,0.0
2017,205,15.5,3.21,58.91,0.0
2017,206,15.11,3.08,60.88,0.0
2017,207,16.04,4.93,61.62,0.01
2017,208,14.7,2.77,64.19,0.0
2017,209,15.04,4.23,61.53,0.02
2017,210,14.34,2.76,59.55,0.0
2017,211,18.11,3.2,54.06,0.0
2017,212,15.43,2.85,81.73,8.93
2017,213,14.0,4.48,71.37,0.03
2017,214,14.4,3.55,74.94,0.04
2017,215,14.97,2.53,77.91,9.59
2017,216,13.83,4.14,71.16,0.08
2017,217,14.81,3.72,56.24,0.0
2017,218,15.87,4.04,56.0,0.01
2017,219,14.51,4.88,59.57,0.02
2017,220,13.75,4.56,60.53,0.02
2017,221,14.72,3.04,61.95,0.01
2017,222,16.32,2.35,56.15,0.0
2017,223,18.07,3.31,49.68,0.0
2017,224,15.41,3.27,54.04,0.0
2017,225,15.29,2.51,61.37,0.0
2017,226,16.14,2.07,57.27,0.0
2017,227,17.28,2.67,66.88,0.19
2017,228,18.3,5.16,53.08,0.24
2017,229,16.67,3.97,49.09,0.0
2017,230,14.2,7.2,56.59,0.03
2017,231,12.73,6.68,66.45,0.07
2017,232,12.93,3.95,70.06,0.02
2017,233,13.81,2.3,68.77,0.03
2017,234,14.84,1.91,58.28,0.03
2017,235,15.58,2.41,74.66,0.01
2017,236,14.46,4.8,70.83,0.88
2017,237,14.53,4.91,70.58,0.11
2017,238,14.85,2.14,61.99,0.0
2017,239,12.89,4.28,63.96,1.2
2017,240,12.55,5.7,73.35,0.26
2017,241,13.78,2.6,65.68,0.03
2017,242,14.45,3.82,60.25,0.01
2017,243,13.77,5.15,68.65,0.03
2017,244,14.14,3.13,68.92,0.01
2017,245,15.16,2.0,61.32,0.0
2017,246,18.53,3.21,57.22,0.01
2017,247,16.43,3.83,50.96,0.01
2017,248,14.5,4.51,52.68,0.01
2017,249,14.69,5.0,54.68,0.01
2017,250,15.46,4.25,54.88,0.0
2017,251,15.19,4.76,54.47,0.0
2017,252,13.95,3.82,57.69,0.0
2017,253,14.36,2.27,64.52,0.0
2017,254,16.81,1.71,62.12,0.0
2017,255,19.01,2.29,58.09,0.0
2017,256,21.84,3.75,49.89,0.05
2017,257,14.27,5.82,54.68,0.32
2017,258,16.26,3.98,55.86,0.0
2017,259,16.06,3.9,58.73,0.03
2017,260,13.91,2.69,54.51,0.0
2017,261,16.65,2.88,59.58,0.0
2017,262,17.58,4.03,47.87,0.0
2017,263,15.2,2.33,66.02,0.0
2017,264,17.7,1.96,64.61,0.0
2017,265,19.66,2.07,51.03,0.0
2017,266,22.94,2.88,42.44,0.0
2017,267,23.16,2.54,46.68,0.0
2017,268,20.04,3.19,44.78,0.0
2017,269,16.22,3.31,59.78,0.01
2017,270,17.73,3.82,73.93,0.0
2017,271,21.04,2.61,56.45,0.12
2017,272,19.41,1.89,47.83,0.0
2017,273,19.01,3.47,48.96,0.0
2017,274,16.77,2.18,55.63,0.0
2017,275,18.89,2.78,73.25,0.0
2017,276,19.35,2.74,77.92,0.03
2017,277,18.55,1.82,83.21,0.0
2017,278,20.52,1.83,77.66,0.0
2017,279,19.03,3.94,65.7,0.0
2017,280,16.59,3.38,69.87,0.0
2017,281,17.96,2.2,72.5,2.42
2017,282,21.63,2.37,70.35,0.33
2017,283,18.34,3.03,75.82,0.21
2017,284,20.48,3.64,83.69,1.17
2017,285,21.03,2.46,62.74,0.18
2017,286,18.79,2.68,73.73,0.27
2017,287,17.8,4.28,78.03,2.82
2017,288,18.74,2.75,73.31,0.39
2017,289,19.09,2.77,72.68,0.16
2017,290,19.83,3.26,68.06,0.03
2017,291,20.32,4.2,68.88,0.01
2017,292,20.71,3.45,72.95,0.07
2017,293,17.4,4.26,86.91,26.7
2017,294,16.33,3.78,64.09,0.06
2017,295,16.55,1.94,69.22,4.61
2017,296,17.14,2.83,73.53,0.98
2017,297,19.42,2.5,71.34,0.0
2017,298,21.21,1.88,67.21,3.14
2017,299,19.45,3.15,83.71,11.47
2017,300,19.44,4.38,82.98,4.83
2017,301,21.3,1.91,74.71,0.01
2017,302,23.37,2.38,63.04,0.01
2017,303,22.67,3.63,58.7,0.05
2017,304,16.26,5.93,66.84,0.27
2017,305,16.84,3.81,62.46,0.03
2017,306,18.09,2.8,65.11,0.0
2017,307,20.7,2.72,68.15,1.35
2017,308,16.67,3.69,78.14,5.53
2017,309,17.13,3.8,72.99,2.59
2017,310,19.42,5.14,74.04,11.52
2017,311,16.9,4.95,64.06,0.46
2017,312,17.56,3.74,60.14,0.59
2017,313,18.54,1.94,59.72,0.01
2017,314,19.01,2.12,67.32,0.0
2017,315,19.75,2.13,63.38,0.21
2017,316,18.71,2.82,66.99,0.36
2017,317,18.54,2.55,63.68,0.02
2017,318,19.3,2.89,62.84,0.0
2017,319,20.47,3.91,69.96,0.0
2017,320,20.56,4.35,75.83,0.67
2017,321,20.99,5.07,76.21,2.06
2017,322,20.55,4.59,74.55,5.86
2017,323,20.29,3.2,69.11,0.24
2017,324,19.84,2.99,72.9,0.26
2017,325,20.05,2.63,65.65,0.2
2017,326,20.35,2.42,69.77,0.2
2017,327,21.15,2.76,72.88,0.71
2017,328,21.85,2.5,75.5,2.12
2017,329,21.73,2.86,79.58,0.02
2017,330,22.28,3.23,80.25,0.37
2017,331,21.69,2.68,86.54,1.62
2017,332,21.91,2.11,85.07,1.0
2017,333,22.19,2.23,81.17,0.33
2017,334,22.64,3.09,81.11,0.26
2017,335,23.41,4.38,80.22,0.01
2017,336,23.03,3.98,80.19,12.06
2017,337,21.33,2.37,65.12,0.28
2017,338,19.02,3.21,82.98,7.19
2017,339,19.24,3.28,88.9,7.98
2017,340,20.42,3.07,72.37,3.03
2017,341,23.25,2.5,60.56,0.0
2017,342,20.8,3.73,68.72,3.79
2017,343,20.29,2.83,66.44,0.35
2017,344,21.17,2.4,68.19,0.0
2017,345,21.64,2.65,73.36,0.0
2017,346,22.32,2.73,76.47,0.02
2017,347,23.34,2.92,76.67,0.0
2017,348,25.88,2.74,66.69,0.0
2017,349,22.14,2.73,89.18,1.37
2017,350,24.1,2.3,78.89,0.04
2017,351,22.67,1.96,87.07,1.43
2017,352,23.1,2.2,85.3,0.99
2017,353,26.41,2.04,71.24,0.0
2017,354,26.47,2.41,69.4,4.22
2017,355,21.81,3.65,80.83,2.52
2017,356,22.18,2.94,77.95,0.9
2017,357,23.94,2.42,76.14,0.08
2017,358,25.11,2.79,74.02,0.65
2017,359,20.47,4.88,73.52,1.91
2017,360,21.26,3.51,70.56,1.37
2017,361,22.45,3.8,72.16,0.17
2017,362,23.24,3.08,78.7,0.03
2017,363,24.68,2.33,78.9,0.3
2017,364,24.48,2.73,79.52,3.36
2017,365,22.0,3.83,77.39,2.6
2018,1,22.57,2.47,80.42,0.15
2018,2,22.65,2.2,75.14,2.74
2018,3,21.2,4.52,76.22,0.84
2018,4,20.65,2.81,68.76,0.11
2018,5,22.03,2.47,69.31,0.0
2018,6,24.28,3.09,72.94,0.0
2018,7,27.0,2.76,65.96,0.17
2018,8,24.87,1.84,77.85,7.97
2018,9,23.92,2.77,88.56,13.71
2018,10,20.97,3.62,72.6,1.34
2018,11,22.16,2.47,72.86,0.29
2018,12,24.06,3.3,83.32,0.21
2018,13,24.95,2.32,73.19,0.15
2018,14,19.21,6.6,70.29,0.93
2018,15,20.26,6.08,67.19,0.06
2018,16,20.16,7.08,61.54,0.0
2018,17,20.2,4.48,66.48,0.0
2018,18,21.26,2.19,64.2,0.0
2018,19,22.97,2.0,62.75,0.01
2018,20,23.41,2.42,66.09,0.0
2018,21,23.3,3.2,75.84,0.0
2018,22,25.15,2.84,72.26,0.07
2018,23,24.54,2.34,79.42,0.11
2018,24,24.4,2.6,83.48,0.26
2018,25,23.91,2.65,86.13,0.16
2018,26,24.36,2.58,85.26,0.6
2018,27,24.81,3.06,84.69,1.07
2018,28,24.6,3.8,82.58,0.61
2018,29,24.42,3.33,77.2,0.11
2018,30,24.36,3.06,76.74,0.46
2018,31,20.14,6.48,74.57,1.78
2018,32,19.76,4.49,65.01,0.62
2018,33,20.34,3.55,69.16,0.81
2018,34,20.96,4.11,73.31,4.41
2018,35,21.44,3.37,68.89,0.12
2018,36,21.98,2.45,64.94,0.0
2018,37,22.97,2.69,62.78,0.0
2018,38,23.25,3.2,65.95,0.02
2018,39,23.9,3.65,65.58,0.0
2018,40,23.48,2.37,77.38,1.41
2018,41,23.58,2.63,78.25,0.03
2018,42,23.47,3.71,77.31,1.54
2018,43,23.35,2.69,72.95,0.14
2018,44,23.87,3.02,77.5,0.36
2018,45,27.1,2.96,60.33,0.01
2018,46,23.61,3.33,68.76,0.0
2018,47,22.99,3.49,62.51,0.09
2018,48,23.41,3.6,70.83,0.08
2018,49,24.56,3.28,76.21,0.0
2018,50,23.44,3.33,79.41,4.61
2018,51,20.96,5.3,70.32,14.38
2018,52,21.66,2.59,59.27,0.02
2018,53,23.05,2.77,64.46,0.0
2018,54,23.55,4.01,73.35,0.01
2018,55,25.97,3.12,75.19,0.17
2018,56,22.03,4.86,84.44,36.33
2018,57,20.19,5.91,78.43,20.81
2018,58,21.13,3.03,63.8,0.2
2018,59,22.81,2.65,71.25,0.22
2018,60,22.11,4.16,70.9,0.14
2018,61,21.69,2.85,75.61,0.36
2018,62,22.98,2.71,78.97,0.02
2018,63,22.31,3.98,84.21,0.42
2018,64,21.54,4.25,82.9,10.27
2018,65,21.46,5.48,70.6,2.42
2018,66,21.69,3.72,62.41,0.74
2018,67,21.95,3.21,62.96,0.06
2018,68,22.27,3.21,67.81,0.43
2018,69,22.68,2.74,61.69,0.06
2018,70,22.65,2.04,62.67,0.01
2018,71,22.63,1.93,71.55,1.79
2018,72,21.4,3.36,78.01,7.41
2018,73,22.72,2.73,76.99,0.87
2018,74,24.33,2.97,76.71,0.19
2018,75,22.75,3.07,72.82,0.05
2018,76,24.53,1.93,73.25,0.01
2018,77,27.3,2.81,62.56,0.0
2018,78,24.54,1.94,74.15,0.0
2018,79,22.34,5.26,75.92,2.8
2018,80,20.7,6.35,78.76,13.84
2018,81,20.51,5.07,74.72,6.57
2018,82,21.89,3.51,68.66,2.62
2018,83,22.3,3.06,82.16,2.21
2018,84,24.45,2.71,73.58,3.88
2018,85,21.7,3.19,58.75,1.4
2018,86,20.17,2.42,60.38,0.0
2018,87,22.23,2.58,77.57,0.0
2018,88,22.75,2.2,83.37,0.0
2018,89,23.33,2.52,81.01,0.01
2018,90,21.87,3.08,81.67,0.02
2018,91,23.78,2.69,78.81,0.0
2018,92,23.95,2.58,70.67,0.21
2018,93,21.49,3.43,72.83,0.74
2018,94,22.04,2.43,77.54,0.28
2018,95,23.29,2.09,75.02,0.04
2018,96,22.1,1.97,81.41,0.03
2018,97,23.48,2.01,69.91,0.0
2018,98,22.62,2.02,69.61,0.0
2018,99,22.93,3.32,60.75,0.0
2018,100,21.45,3.02,69.72,0.0
2018,101,22.78,3.12,73.32,0.0
2018,102,24.52,2.51,63.21,0.0
2018,103,25.34,2.84,52.14,0.25
2018,104,24.69,4.53,51.9,0.08
2018,105,20.77,4.79,52.15,0.01
2018,106,22.46,2.83,59.94,0.0
2018,107,19.64,3.52,70.19,1.04
2018,108,20.0,2.65,63.42,0.01
2018,109,20.9,2.22,75.13,1.1
2018,110,20.11,2.46,83.67,0.23
2018,111,19.91,2.89,80.48,0.36
2018,112,20.17,2.06,71.0,0.04
2018,113,20.41,1.45,68.64,0.01
2018,114,20.02,1.87,71.3,0.0
2018,115,20.38,2.15,82.89,0.71
2018,116,19.85,3.86,78.89,0.32
2018,117,18.98,5.25,70.93,0.97
2018,118,19.12,4.21,69.16,0.98
2018,119,18.82,3.38,68.49,5.74
2018,120,18.31,3.38,77.08,2.21
2018,121,19.14,2.04,67.98,0.02
2018,122,18.77,2.51,72.6,0.02
2018,123,20.28,2.65,69.07,0.0
2018,124,20.67,4.05,57.15,0.07
2018,125,17.48,2.4,52.85,0.0
2018,126,17.84,2.11,62.73,0.0
2018,127,18.37,3.11,71.83,0.0
2018,128,18.85,1.83,61.4,0.01
2018,129,19.42,1.49,61.56,0.0
2018,130,17.79,3.12,57.21,0.0
2018,131,13.58,5.21,60.63,0.01
2018,132,16.0,6.8,73.47,1.19
2018,133,16.87,6.78,77.5,0.78
2018,134,17.48,5.06,70.19,0.09
2018,135,16.4,2.93,74.21,0.0
2018,136,16.13,3.97,71.04,0.03
2018,137,15.79,2.04,67.29,0.0
2018,138,15.68,2.55,61.27,0.0
2018,139,15.86,1.77,68.85,0.01
2018,140,15.67,2.92,59.78,0.0
2018,141,16.82,4.2,64.37,0.0
2018,142,17.78,2.82,62.69,0.0
2018,143,17.22,2.25,71.33,0.0
2018,144,16.31,3.07,75.95,0.0
2018,145,17.12,2.97,66.03,0.0
2018,146,16.59,1.77,70.22,0.0
2018,147,16.63,2.28,71.19,0.0
2018,148,16.95,2.22,76.07,0.01
2018,149,17.56,2.47,67.61,0.06
2018,150,14.53,4.28,75.05,5.07
2018,151,14.51,5.84,63.06,0.03
2018,152,15.2,7.15,73.52,1.48
2018,153,15.76,6.84,80.15,1.46
2018,154,16.94,4.51,73.17,0.27
2018,155,15.97,4.13,78.42,1.1
2018,156,15.72,3.64,81.4,10.53
2018,157,16.45,2.59,79.26,6.38
2018,158,17.09,3.29,71.69,0.86
2018,159,15.42,3.13,78.34,4.72
2018,160,14.31,2.72,87.89,3.13
2018,161,15.82,4.45,79.56,0.99
2018,162,15.8,2.85,72.44,0.42
2018,163,15.06,2.91,76.85,0.97
2018,164,15.26,2.86,66.01,0.01
2018,165,14.88,3.47,64.18,0.01
2018,166,14.99,4.83,63.39,0.06
2018,167,14.19,3.67,58.06,0.02
2018,168,12.43,5.2,66.57,0.04
2018,169,13.59,6.66,80.13,4.92
2018,170,14.77,6.42,82.03,7.91
2018,171,16.16,3.88,68.96,0.74
2018,172,15.0,1.69,73.4,0.23
2018,173,14.79,1.85,74.95,0.02
2018,174,14.16,2.31,62.0,0.03
2018,175,13.77,3.03,66.52,0.01
2018,176,13.91,2.6,67.05,0.0
2018,177,14.47,2.32,76.55,0.04
2018,178,15.65,2.08,78.38,2.0
2018,179,14.73,3.0,90.43,11.48
2018,180,12.21,2.5,70.45,0.0
2018,181,13.85,2.98,60.54,0.0
2018,182,13.93,2.86,69.02,0.12
2018,183,15.32,2.65,68.62,1.31
2018,184,15.86,1.43,67.28,0.14
2018,185,15.13,2.7,87.55,0.04
2018,186,16.78,2.49,80.37,0.06
2018,187,17.87,4.32,66.37,0.06
2018,188,13.38,5.24,60.41,0.03
2018,189,13.69,5.61,63.28,0.0
2018,190,14.22,3.68,66.16,0.01
2018,191,14.03,2.42,64.06,0.0
2018,192,13.55,2.58,70.73,0.0
2018,193,13.94,2.36,66.44,0.17
2018,194,12.59,4.29,65.76,0.07
2018,195,12.81,3.02,64.88,0.0
2018,196,12.19,2.48,53.35,0.03
2018,197,11.83,3.07,59.01,0.0
2018,198,14.79,3.57,49.94,0.0
2018,199,15.82,2.44,45.71,0.0
2018,200,13.92,2.81,53.56,0.0
2018,201,14.07,5.3,54.6,0.0
2018,202,13.17,3.09,53.71,0.0
2018,203,12.95,2.22,55.84,0.0
2018,204,12.77,2.68,57.05,0.0
2018,205,15.56,2.51,51.45,0.0
2018,206,15.99,2.69,58.0,0.0
2018,207,14.54,2.24,62.99,0.0
2018,208,14.56,2.03,59.7,0.0
2018,209,15.16,2.25,64.37,0.2
2018,210,16.76,4.0,68.71,0.12
2018,211,13.79,3.42,52.4,0.01
2018,212,14.08,2.74,55.72,0.0
2018,213,15.38,2.78,57.25,0.0
2018,214,14.88,2.12,68.65,0.02
2018,215,15.81,3.63,73.21,0.75
2018,216,14.69,3.66,58.77,0.06
2018,217,13.8,2.85,67.46,0.0
2018,218,14.79,4.36,59.46,1.39
2018,219,13.41,5.11,55.93,0.21
2018,220,13.53,3.03,55.69,0.0
2018,221,14.18,2.46,68.56,0.0
2018,222,14.47,3.14,66.89,0.0
2018,223,17.02,3.94,54.79,0.01
2018,224,12.77,4.62,57.64,0.04
2018,225,13.78,4.06,59.21,0.0
2018,226,14.8,2.31,57.5,0.0
2018,227,16.35,3.53,53.02,0.0
2018,228,16.08,2.89,51.13,0.0
2018,229,13.05,2.41,56.56,0.0
2018,230,13.52,4.13,59.98,0.1
2018,231,12.44,6.24,57.16,0.03
2018,232,12.0,4.69,56.27,0.02
