YEAR,DOY,T2M,WS2M,RH2M,PRECTOTCORR
2016,286,0.5,0.45,72.15,0.83
2016,287,0.59,0.24,97.15,8.02
2016,288,-1.24,0.43,91.9,6.12
2016,289,-0.33,0.39,96.01,2.08
2016,290,-0.1,0.27,93.42,2.8
2016,291,-0.35,0.29,96.52,3.18
2016,292,0.6,0.26,98.86,3.32
2016,293,0.28,0.29,98.83,11.4
2016,294,0.11,0.41,98.64,8.02
2016,295,-0.41,0.29,98.8,7.96
2016,296,-0.93,0.28,99.25,8.9
2016,297,-0.38,0.33,98.07,2.49
2016,298,-0.11,0.43,98.42,1.93
2016,299,0.3,0.29,98.7,2.96
2016,300,0.33,0.28,97.64,0.61
2016,301,0.04,0.31,98.72,4.26
2016,302,-0.7,0.36,97.28,0.19
2016,303,0.06,0.3,97.05,2.0
2016,304,0.01,0.4,97.3,1.14
2016,305,-0.69,0.36,96.32,1.34
2016,306,-0.47,0.32,97.19,7.98
2016,307,-0.88,0.45,98.85,8.47
2016,308,1.0,0.49,98.94,27.6
2016,309,1.22,0.47,96.17,16.97
2016,310,0.87,0.4,98.03,9.37
2016,311,-0.58,0.34,96.43,4.23
2016,312,1.04,0.4,98.73,37.14
2016,313,0.24,0.17,99.36,23.93
2016,314,-0.96,0.31,98.8,0.54
2016,315,-1.37,0.37,99.15,9.65
2016,316,0.31,0.21,99.58,4.97
2016,317,-0.17,0.33,99.16,8.12
2016,318,-0.06,0.45,99.13,10.01
2016,319,-3.68,0.26,99.69,2.72
2016,320,-4.27,0.47,99.45,4.1
2016,321,-5.28,0.6,99.62,6.79
2016,322,-4.55,0.48,99.73,12.26
2016,323,-4.89,0.56,99.65,1.08
2016,324,-4.88,0.31,99.67,2.22
2016,325,-4.99,0.35,98.29,4.36
2016,326,-7.02,0.58,99.93,1.79
2016,327,-3.52,0.47,99.55,4.47
2016,328,-5.09,0.42,99.88,4.07
2016,329,-5.3,0.47,99.78,2.43
2016,330,-9.73,0.6,99.99,0.24
2016,331,-11.93,0.5,99.85,0.17
2016,332,-8.44,0.59,99.94,6.23
2016,333,-4.17,0.35,99.92,4.58
2016,334,-2.06,0.54,99.48,4.8
2016,335,-5.44,0.46,99.88,3.34
2016,336,-5.26,0.46,99.89,5.84
2016,337,-1.54,1.13,99.16,15.94
2016,338,-5.53,0.62,99.68,8.04
2016,339,-10.74,0.52,99.36,3.79
2016,340,-17.46,0.85,99.52,1.75
2016,341,-24.16,0.7,99.99,0.01
2016,342,-24.47,0.84,99.91,0.06
2016,343,-24.4,1.2,99.97,0.04
2016,344,-23.14,1.07,100.0,0.88
2016,345,-22.94,0.8,99.91,0.03
2016,346,-24.33,1.02,99.96,0.01
2016,347,-23.74,0.85,98.84,0.0
2016,348,-21.79,1.38,88.28,0.0
2016,349,-18.59,1.01,58.48,0.02
2016,350,-24.25,1.21,99.72,0.05
2016,351,-20.28,0.92,71.41,0.01
2016,352,-11.89,0.69,94.42,3.33
2016,353,-3.13,1.85,98.83,15.54
2016,354,-5.35,0.87,99.34,4.36
2016,355,-6.82,1.05,99.66,12.54
2016,356,-2.7,1.44,98.47,28.58
2016,357,-9.26,0.68,99.94,2.31
2016,358,-15.72,0.86,99.92,0.2
2016,359,-20.1,0.72,99.82,0.06
2016,360,-14.69,0.45,98.99,1.95
2016,361,-4.26,1.43,99.17,14.52
2016,362,-4.63,0.97,99.3,6.67
2016,363,-6.92,0.49,99.51,4.31
2016,364,-6.75,0.61,99.7,7.3
2016,365,-10.49,0.68,99.99,0.93
2016,366,-7.96,1.17,98.39,2.79
2017,1,-18.86,1.02,99.67,0.0
2017,2,-17.02,0.91,99.07,0.03
2017,3,-16.89,0.82,98.41,0.0
2017,4,-10.13,1.15,83.02,0.0
2017,5,-11.6,0.77,98.07,2.2
2017,6,-6.63,0.88,99.34,11.8
2017,7,-16.3,1.91,99.6,2.74
2017,8,-19.16,2.04,99.93,0.43
2017,9,-18.88,1.81,98.88,4.0
2017,10,-23.08,0.78,99.11,0.01
2017,11,-17.01,1.13,75.32,0.0
2017,12,-14.04,0.74,97.29,1.17
2017,13,-7.15,0.83,99.85,3.64
2017,14,-4.69,1.44,99.29,5.6
2017,15,-2.5,1.19,99.22,5.67
2017,16,-0.38,1.71,98.6,21.38
2017,17,0.07,0.42,98.9,18.08
2017,18,-0.79,0.69,98.85,9.87
2017,19,-3.22,0.68,99.6,6.64
2017,20,-6.6,0.61,99.95,0.83
2017,21,-9.15,0.84,99.64,0.18
2017,22,-11.06,0.87,99.75,0.32
2017,23,-10.26,0.72,99.81,0.22
2017,24,-5.6,0.56,99.82,1.02
2017,25,-3.81,0.53,99.59,1.72
2017,26,-3.85,0.89,99.48,2.92
2017,27,-0.6,1.79,98.37,11.03
2017,28,-0.87,1.24,98.74,30.26
2017,29,-4.28,0.67,99.51,6.64
2017,30,-10.48,0.74,98.56,0.38
2017,31,-17.68,1.06,99.42,0.04
2017,32,-17.03,0.73,99.6,0.1
2017,33,-16.69,0.98,99.54,0.06
2017,34,-17.42,2.26,98.62,0.41
2017,35,-17.6,2.5,98.16,0.05
2017,36,-18.28,2.16,97.95,0.16
2017,37,-21.23,1.81,98.31,0.07
2017,38,-23.47,1.44,99.59,0.11
2017,39,-20.69,0.76,99.14,0.04
2017,40,-17.79,1.01,99.51,1.85
2017,41,-10.06,0.83,99.81,3.54
2017,42,-3.36,1.74,99.05,7.55
2017,43,-2.3,1.8,98.99,9.4
2017,44,-0.76,0.64,99.09,3.33
2017,45,-1.14,0.83,95.58,11.87
2017,46,-0.38,0.77,98.94,12.91
2017,47,-2.22,0.8,97.06,9.13
2017,48,-7.71,0.65,99.24,0.58
2017,49,-10.06,0.71,99.41,0.21
2017,50,-9.22,0.57,99.37,0.64
2017,51,-6.93,0.66,98.55,1.73
2017,52,-8.74,0.79,99.65,0.89
2017,53,-10.79,0.44,95.76,0.1
2017,54,-12.78,0.59,99.15,0.24
2017,55,-12.58,0.89,95.73,0.09
2017,56,-11.74,0.83,99.12,2.16
2017,57,-10.33,0.84,93.69,0.04
2017,58,-11.82,0.76,93.75,0.08
2017,59,-10.49,1.14,99.25,6.63
2017,60,-6.16,0.83,99.31,6.43
2017,61,-3.1,1.54,98.78,12.47
2017,62,-7.41,0.67,98.74,6.1
2017,63,-13.7,0.96,99.24,1.05
2017,64,-13.45,0.56,99.0,0.95
2017,65,-12.17,0.78,99.37,1.61
2017,66,-9.65,0.71,99.09,6.03
2017,67,-12.65,0.76,98.93,3.08
2017,68,-17.44,1.23,99.04,0.13
2017,69,-14.55,0.9,98.9,1.06
2017,70,-13.24,1.35,99.77,7.86
2017,71,-1.35,1.2,98.91,14.67
2017,72,-0.63,0.97,98.99,9.62
2017,73,-1.12,1.04,98.95,11.94
2017,74,-4.52,0.74,98.99,5.51
2017,75,-5.93,0.6,98.97,5.8
2017,76,-4.61,0.8,98.91,11.37
2017,77,-7.82,0.9,99.39,7.04
2017,78,-5.38,0.94,99.04,6.41
2017,79,-7.01,0.86,98.2,0.06
2017,80,-5.28,0.77,99.09,2.92
2017,81,-2.46,0.53,99.27,7.67
2017,82,-3.86,0.65,98.51,4.74
2017,83,-1.48,0.66,98.56,6.73
2017,84,-3.43,1.07,98.5,6.56
2017,85,-4.13,0.81,98.16,2.37
2017,86,-2.23,0.73,98.94,6.25
2017,87,-1.79,0.68,98.99,10.48
2017,88,-2.25,0.51,98.49,3.2
2017,89,-3.75,0.6,99.17,0.84
2017,90,-2.08,0.95,98.92,5.82
2017,91,-1.97,1.04,99.19,7.52
2017,92,-5.95,0.74,99.26,2.03
2017,93,-6.1,0.72,98.61,0.06
2017,94,-3.49,1.0,98.24,6.69
2017,95,-1.57,1.09,98.56,5.23
2017,96,-3.37,0.79,97.5,1.96
2017,97,-2.14,0.83,97.89,1.03
2017,98,-1.21,0.81,98.48,4.42
2017,99,-3.02,0.77,96.38,0.16
2017,100,-1.91,0.56,97.41,3.87
2017,101,-2.66,0.48,97.65,5.11
2017,102,-0.87,1.15,97.63,0.86
2017,103,0.01,0.77,96.65,3.85
2017,104,-1.47,0.59,97.29,8.69
2017,105,-1.63,0.69,97.94,2.52
2017,106,-1.73,0.53,96.61,0.97
2017,107,-0.83,0.65,95.9,1.57
2017,108,-1.67,0.66,98.77,7.78
2017,109,-0.95,0.55,98.84,4.52
2017,110,-0.18,0.46,98.15,2.66
2017,111,-0.82,0.58,93.26,0.11
2017,112,-0.03,0.74,98.04,2.83
2017,113,-0.15,0.43,97.41,3.8
2017,114,-1.9,0.55,97.92,0.1
2017,115,-1.38,0.78,90.21,0.43
2017,116,-0.27,0.66,98.54,4.57
2017,117,-2.39,0.63,98.99,2.18
2017,118,-2.38,0.72,97.31,1.19
2017,119,-2.06,0.89,98.55,9.6
2017,120,0.0,0.92,98.59,6.08
2017,121,-1.86,0.49,97.68,2.64
2017,122,-2.3,0.7,97.6,4.54
2017,123,0.15,0.68,99.2,3.52
2017,124,0.05,0.46,99.0,19.07
2017,125,0.74,0.72,98.23,12.07
2017,126,-1.91,0.74,98.33,3.16
2017,127,-2.35,0.6,97.68,2.73
2017,128,-0.24,0.59,98.92,3.58
2017,129,0.19,0.38,95.76,0.42
2017,130,0.09,0.61,92.99,1.41
2017,131,1.94,0.7,96.41,18.18
2017,132,0.44,0.63,97.73,9.47
2017,133,0.26,0.67,97.75,7.33
2017,134,0.44,0.79,96.87,5.6
2017,135,0.05,0.53,96.7,12.21
2017,136,1.53,0.85,91.89,0.46
2017,137,2.01,0.87,90.79,0.73
2017,138,1.86,0.45,95.0,0.45
2017,139,2.89,0.59,91.24,0.31
2017,140,3.5,0.76,86.59,0.1
2017,141,4.16,0.89,89.88,0.13
2017,142,2.49,0.7,95.48,5.61
2017,143,1.31,0.66,98.04,12.2
2017,144,2.76,0.68,91.92,1.33
2017,145,7.26,0.66,76.21,0.51
2017,146,9.98,0.63,77.24,0.0
2017,147,12.48,0.39,59.3,0.0
2017,148,13.23,0.67,61.27,0.0
2017,149,13.07,0.59,72.09,0.62
2017,150,10.39,0.46,87.81,10.75
2017,151,7.74,0.43,87.49,6.94
2017,152,6.21,0.46,84.99,4.52
2017,153,5.2,0.6,88.64,11.88
2017,154,2.44,0.59,85.54,8.33
2017,155,3.78,0.59,82.92,1.27
2017,156,4.83,0.47,88.81,4.23
2017,157,9.11,0.56,80.39,0.04
2017,158,13.08,0.51,78.43,1.37
2017,159,9.98,0.57,89.47,23.02
2017,160,4.12,0.44,84.16,4.5
2017,161,6.23,0.42,87.51,1.53
2017,162,7.01,0.6,81.52,0.49
2017,163,5.8,0.48,82.14,1.06
2017,164,5.11,0.38,80.32,1.67
2017,165,4.31,0.42,85.55,5.4
2017,166,5.34,0.52,92.26,13.01
2017,167,4.93,0.6,81.04,2.93
2017,168,5.01,0.43,69.75,0.12
2017,169,8.2,0.35,72.85,4.41
2017,170,8.64,0.43,93.57,16.69
2017,171,4.92,0.56,83.17,5.01
2017,172,4.88,0.45,84.05,3.55
2017,173,8.48,0.35,67.47,0.11
2017,174,11.87,0.36,57.03,0.0
2017,175,12.99,0.49,73.03,1.79
2017,176,11.89,0.58,77.22,0.08
2017,177,7.74,0.41,80.5,2.36
2017,178,8.87,0.35,79.94,0.26
2017,179,11.61,0.25,74.25,0.03
2017,180,12.26,0.37,80.53,0.07
2017,181,11.49,0.45,76.07,0.33
2017,182,8.59,0.42,90.81,3.04
2017,183,8.44,0.39,87.51,5.73
2017,184,6.5,0.32,82.64,2.41
2017,185,8.06,0.3,78.41,0.54
2017,186,12.57,0.44,64.05,0.0
2017,187,15.46,0.32,67.37,0.01
2017,188,11.4,0.37,81.35,0.5
2017,189,9.8,0.21,83.94,3.69
2017,190,7.43,0.36,83.17,4.62
2017,191,8.28,0.29,72.0,1.11
2017,192,7.11,0.21,90.94,3.09
2017,193,8.44,0.23,85.66,5.6
2017,194,8.1,0.35,83.52,3.55
2017,195,9.59,0.27,79.06,5.23
2017,196,7.91,0.3,85.63,8.29
2017,197,6.92,0.33,87.08,5.75
2017,198,9.45,0.29,73.95,0.18
2017,199,11.65,0.42,68.27,0.0
2017,200,10.48,0.49,73.34,0.0
2017,201,9.65,0.36,80.67,0.4
2017,202,8.18,0.26,89.68,4.48
2017,203,9.22,0.34,87.32,7.9
2017,204,8.38,0.27,83.02,2.63
2017,205,12.02,0.39,73.71,0.74
2017,206,12.32,0.3,82.57,0.29
2017,207,10.0,0.27,92.05,4.97
2017,208,9.56,0.24,84.86,2.22
2017,209,10.9,0.28,79.59,1.08
2017,210,9.33,0.36,89.42,8.71
2017,211,7.69,0.28,86.2,1.84
2017,212,11.77,0.44,70.0,0.01
2017,213,14.17,0.47,69.32,0.01
2017,214,16.15,0.55,65.52,0.0
2017,215,16.02,0.54,69.89,0.0
2017,216,15.55,0.54,71.83,0.19
2017,217,16.92,0.41,64.32,0.0
2017,218,17.16,0.35,69.78,0.06
2017,219,16.98,0.37,77.9,0.25
2017,220,18.67,0.45,68.37,0.09
2017,221,18.72,0.34,72.68,0.09
2017,222,17.53,0.43,76.07,0.0
2017,223,14.95,0.44,78.11,0.01
2017,224,10.92,0.35,90.04,9.16
2017,225,6.48,0.33,93.65,6.18
2017,226,7.66,0.25,87.47,1.8
2017,227,7.73,0.35,87.71,5.45
2017,228,8.73,0.32,94.64,4.21
2017,229,8.54,0.35,95.04,11.45
2017,230,6.91,0.36,90.49,8.71
2017,231,7.01,0.27,92.3,6.39
2017,232,8.02,0.2,98.0,9.76
2017,233,10.85,0.28,94.97,6.52
2017,234,11.54,0.36,89.89,5.33
2017,235,7.28,0.27,82.41,1.38
2017,236,6.53,0.27,88.8,4.99
2017,237,6.62,0.27,94.72,5.13
2017,238,8.97,0.3,97.44,8.93
2017,239,9.85,0.31,97.96,5.7
2017,240,13.29,0.33,83.55,0.14
2017,241,13.11,0.32,85.92,0.29
2017,242,10.13,0.35,92.36,4.57
2017,243,6.78,0.25,89.2,1.09
2017,244,7.43,0.27,97.59,9.38
2017,245,9.18,0.27,90.15,22.39
2017,246,12.08,0.47,76.64,0.05
2017,247,13.45,0.58,75.66,0.0
2017,248,14.83,0.46,75.59,0.0
2017,249,16.48,0.47,70.81,0.02
2017,250,11.49,0.38,87.28,0.4
2017,251,8.81,0.26,77.24,0.05
2017,252,6.22,0.35,91.44,8.94
2017,253,6.39,0.36,98.31,38.33
2017,254,7.81,0.37,89.87,22.54
2017,255,5.46,0.35,82.44,0.63
2017,256,5.98,0.58,73.81,0.26
2017,257,8.69,0.52,59.04,0.0
2017,258,8.59,0.62,68.31,0.0
2017,259,7.71,0.48,74.28,0.0
2017,260,3.63,0.25,94.12,11.77
2017,261,2.53,0.26,89.44,1.93
2017,262,2.59,0.33,87.28,0.81
2017,263,4.51,0.44,86.51,0.78
2017,264,4.85,0.63,76.34,0.0
2017,265,4.74,0.4,83.47,2.35
2017,266,5.67,0.27,98.08,5.31
2017,267,6.77,0.28,98.32,9.92
2017,268,7.08,0.2,98.38,3.99
2017,269,8.46,0.23,99.15,4.56
2017,270,9.98,0.46,90.87,0.19
2017,271,9.55,0.2,94.92,5.42
2017,272,6.46,0.28,93.24,8.67
2017,273,3.15,0.25,91.74,1.73
2017,274,2.59,0.3,81.48,0.79
2017,275,0.3,0.55,78.14,0.24
2017,276,4.06,0.63,53.92,0.0
2017,277,6.23,0.68,52.31,0.0
2017,278,4.07,0.53,69.9,1.09
2017,279,1.98,0.4,95.68,14.82
2017,280,0.57,0.27,98.98,8.62
2017,281,0.36,0.38,94.6,2.07
2017,282,0.38,0.32,98.17,12.06
2017,283,-2.02,0.45,91.77,0.18
2017,284,-1.74,0.39,90.65,0.58
2017,285,-1.87,0.43,88.24,0.48
2017,286,-2.15,0.33,84.11,1.76
2017,287,-0.22,0.34,98.42,13.22
2017,288,1.26,0.47,99.06,23.12
2017,289,1.29,0.23,99.76,38.62
2017,290,-0.54,0.33,97.83,7.84
2017,291,-0.52,0.4,98.38,17.84
2017,292,0.22,0.35,99.51,16.0
2017,293,-2.75,0.25,99.64,6.0
2017,294,-2.68,0.23,99.65,16.68
2017,295,-0.34,0.27,99.75,12.27
2017,296,1.13,0.47,99.72,26.8
2017,297,5.56,0.45,98.99,58.52
2017,298,0.11,0.47,88.56,2.54
2017,299,1.25,0.41,74.38,0.0
2017,300,7.07,0.58,77.26,0.0
2017,301,6.16,0.49,86.18,0.0
2017,302,-0.37,0.52,86.32,0.0
2017,303,2.1,0.5,72.09,0.0
2017,304,1.11,0.33,94.77,1.14
2017,305,-3.33,0.63,81.7,1.02
2017,306,-11.5,0.99,65.97,0.03
2017,307,-10.32,0.35,65.82,0.12
2017,308,-8.86,0.41,78.52,1.1
2017,309,-8.92,0.45,83.16,0.09
2017,310,-9.45,0.38,88.5,0.72
2017,311,-5.36,0.35,93.64,4.24
2017,312,-6.01,0.54,91.3,0.0
2017,313,-4.6,0.38,93.44,0.46
2017,314,-3.34,0.31,99.06,2.36
2017,315,-1.68,0.34,99.1,9.17
2017,316,-3.82,0.45,97.37,1.34
2017,317,-4.98,0.49,97.63,4.56
2017,318,-4.98,0.4,98.44,2.41
2017,319,-10.38,0.53,98.86,3.44
2017,320,-12.4,0.49,98.53,1.94
2017,321,-7.22,0.64,99.53,8.33
2017,322,-1.87,0.51,99.29,33.84
2017,323,-4.32,0.53,99.8,7.76
2017,324,-10.14,0.62,99.93,0.15
2017,325,-9.99,0.61,99.75,10.75
2017,326,0.3,0.56,99.65,28.37
2017,327,-0.87,0.75,99.34,12.83
2017,328,-2.02,0.67,99.29,17.59
2017,329,-2.56,0.22,99.66,12.53
2017,330,-1.85,0.78,99.26,17.45
2017,331,-3.32,0.67,99.46,9.73
2017,332,-1.45,1.16,99.04,17.12
2017,333,-2.4,0.84,99.43,9.27
2017,334,-3.96,0.48,99.78,10.77
2017,335,-4.62,0.58,99.88,6.2
2017,336,-10.73,0.64,99.94,0.21
2017,337,-10.91,0.73,99.73,0.19
2017,338,-5.42,0.47,99.93,3.6
2017,339,-3.46,0.52,99.37,1.51
2017,340,-2.65,1.07,65.49,0.0
2017,341,-2.32,1.14,56.67,0.0
2017,342,-3.96,1.25,58.91,0.0
2017,343,-2.93,0.95,80.04,2.72
2017,344,0.12,0.39,98.75,1.16
2017,345,0.24,1.06,54.79,1.0
2017,346,-0.26,0.5,99.36,6.12
2017,347,-1.64,0.5,98.68,0.21
2017,348,-1.71,0.68,98.37,4.25
2017,349,-5.54,0.47,99.92,2.83
2017,350,-4.21,0.96,99.6,9.73
2017,351,-4.16,0.76,99.46,3.32
2017,352,-8.47,0.62,99.97,1.47
2017,353,-13.31,0.77,99.85,0.13
2017,354,-10.87,0.83,65.14,0.28
2017,355,-10.44,0.57,99.46,2.3
2017,356,-17.87,0.91,99.16,0.03
2017,357,-19.58,1.19,91.69,0.01
2017,358,-16.26,0.87,98.14,0.09
2017,359,-19.77,0.69,83.29,0.03
2017,360,-12.6,0.68,91.39,0.44
2017,361,-19.65,0.79,99.85,0.11
2017,362,-20.44,1.57,99.74,2.54
2017,363,-24.66,1.52,99.98,0.26
2017,364,-20.16,0.73,95.99,0.18
2017,365,-11.55,0.67,99.28,0.43
2018,1,-7.31,0.58,97.16,0.46
2018,2,-3.76,0.6,97.93,0.25
2018,3,-2.51,0.69,97.85,0.1
2018,4,-1.75,0.37,98.48,4.46
2018,5,-1.2,0.65,99.21,6.78
2018,6,-5.08,0.63,99.43,2.03
2018,7,-3.89,0.71,99.19,14.03
2018,8,-2.77,1.0,99.13,6.5
2018,9,-12.22,0.84,99.8,0.12
2018,10,-22.5,1.0,99.53,0.03
2018,11,-22.54,1.2,99.97,0.05
2018,12,-12.7,0.48,97.79,3.4
2018,13,-1.55,0.42,99.62,6.09
2018,14,-0.46,0.75,93.54,0.23
2018,15,-3.46,0.77,94.82,0.13
2018,16,-0.62,0.65,98.2,5.96
2018,17,-2.0,0.7,98.83,11.18
2018,18,-2.06,0.62,95.61,4.89
2018,19,-4.86,0.76,92.85,0.48
2018,20,-5.51,0.58,99.73,4.73
2018,21,-5.14,0.62,97.37,6.12
2018,22,-5.3,0.71,98.82,7.19
2018,23,-5.56,0.75,99.59,7.82
2018,24,-6.38,0.79,99.08,5.26
2018,25,-11.4,0.42,99.05,3.43
2018,26,-9.54,0.77,99.61,2.76
2018,27,-15.61,0.89,99.35,0.05
2018,28,-8.36,1.07,99.58,12.45
2018,29,-1.73,1.03,98.59,14.26
2018,30,-3.07,1.36,98.59,12.36
2018,31,-6.04,0.5,99.32,6.53
2018,32,-5.85,0.6,99.58,8.55
2018,33,-0.48,1.48,98.98,14.83
2018,34,-9.39,0.88,99.8,8.3
2018,35,-10.4,0.83,99.81,12.93
2018,36,-9.58,0.53,99.77,1.48
2018,37,-4.09,0.75,99.56,6.23
2018,38,-0.4,0.6,99.06,28.17
2018,39,-13.81,1.01,99.14,3.04
2018,40,-19.55,0.88,90.87,0.01
2018,41,-12.1,0.88,62.52,0.0
2018,42,-20.18,1.08,98.72,0.01
2018,43,-11.0,0.9,78.63,0.43
2018,44,-5.36,1.39,99.43,10.77
2018,45,-9.94,0.88,98.89,0.38
2018,46,-10.19,0.74,98.95,3.17
2018,47,-6.52,0.63,95.51,2.53
2018,48,-12.43,1.6,98.02,1.09
2018,49,-18.95,1.31,98.51,0.02
2018,50,-16.04,0.69,83.53,0.01
2018,51,-15.99,0.98,97.49,0.11
2018,52,-12.07,0.71,98.49,1.13
2018,53,-13.09,0.62,95.74,0.3
2018,54,-7.54,1.04,99.49,7.21
2018,55,-7.55,1.16,99.47,7.41
2018,56,-7.43,0.8,99.18,3.73
2018,57,-6.87,1.26,99.48,5.3
2018,58,-5.59,1.02,99.46,5.19
2018,59,-5.68,0.97,99.16,8.79
2018,60,-7.89,1.07,98.96,2.92
2018,61,-13.06,1.31,99.22,0.4
2018,62,-16.34,1.18,99.26,0.15
2018,63,-14.41,0.74,98.92,0.05
2018,64,-10.26,0.5,97.9,0.31
2018,65,-8.91,0.39,91.74,0.19
2018,66,-10.52,0.65,99.29,0.14
2018,67,-7.71,0.64,98.39,2.89
2018,68,-7.72,0.82,99.54,1.65
2018,69,-5.82,0.75,98.99,0.52
2018,70,-4.45,0.74,97.07,0.1
2018,71,-2.96,0.63,97.0,0.0
2018,72,-2.39,0.77,97.75,0.89
2018,73,-1.28,0.59,95.64,1.4
2018,74,-4.59,0.64,96.75,0.06
2018,75,-4.95,0.77,98.55,0.27
2018,76,-2.81,0.76,97.63,0.87
2018,77,-3.67,0.65,98.04,0.17
2018,78,-2.91,0.7,99.38,1.92
2018,79,-2.97,0.74,99.19,3.59
2018,80,-3.61,0.75,98.54,4.11
2018,81,-2.87,0.64,98.19,7.01
2018,82,-7.8,0.72,96.76,0.56
2018,83,-5.95,0.92,99.21,2.44
2018,84,-3.84,1.18,98.96,10.18
2018,85,-1.95,1.48,98.83,11.8
2018,86,-2.7,1.19,99.02,3.85
2018,87,-4.51,0.7,98.95,0.91
2018,88,-2.39,0.92,99.05,16.37
2018,89,-8.59,0.92,98.43,1.07
2018,90,-8.31,0.71,97.49,0.58
2018,91,-10.33,1.01,98.31,0.37
2018,92,-11.34,0.69,98.27,1.57
2018,93,-7.11,0.66,98.71,6.57
2018,94,-10.65,1.25,99.05,0.15
2018,95,-9.2,1.95,99.12,3.63
2018,96,-7.27,1.28,99.7,3.17
2018,97,-4.31,1.3,99.17,1.39
2018,98,-2.2,0.43,98.34,1.02
2018,99,-0.08,0.37,99.14,2.62
2018,100,-0.38,1.05,97.8,4.92
2018,101,-1.66,0.64,98.26,2.69
2018,102,-3.35,0.66,98.2,2.26
2018,103,-1.8,1.26,98.24,12.2
2018,104,-2.03,0.91,97.29,5.19
2018,105,-3.96,0.81,98.44,0.19
2018,106,-2.99,1.01,97.82,0.35
2018,107,-4.14,0.78,99.01,2.78
2018,108,-2.68,0.63,99.14,2.5
2018,109,-1.89,1.07,99.09,5.05
2018,110,-0.33,0.93,98.72,4.91
2018,111,-2.44,1.11,99.02,5.44
2018,112,-3.22,0.71,98.6,0.38
2018,113,-1.59,0.66,94.89,0.0
2018,114,-1.11,0.71,93.55,0.48
2018,115,0.25,0.98,80.17,0.0
2018,116,3.78,1.06,65.61,0.0
2018,117,4.33,0.69,51.81,0.01
2018,118,-0.76,0.76,96.5,0.11
2018,119,-3.3,0.67,95.62,0.02
2018,120,-3.01,0.87,95.14,0.28
2018,121,-0.93,0.59,96.85,0.27
2018,122,0.39,0.59,99.0,0.62
2018,123,0.36,0.47,99.24,4.78
2018,124,0.07,0.4,99.18,2.22
2018,125,0.15,0.46,97.85,0.14
2018,126,3.25,0.83,86.59,1.54
2018,127,1.78,0.44,98.61,15.68
2018,128,2.93,0.78,92.62,0.86
2018,129,2.86,0.8,96.52,4.72
2018,130,1.51,0.42,95.29,0.57
2018,131,2.14,0.47,94.18,0.16
2018,132,2.66,0.46,93.4,0.12
2018,133,6.18,0.76,79.65,0.01
2018,134,8.16,1.02,72.92,0.0
2018,135,9.04,0.79,72.48,0.0
2018,136,8.92,0.79,66.65,0.0
2018,137,10.46,0.7,73.51,0.35
2018,138,11.18,0.55,72.52,0.07
2018,139,11.12,0.49,81.21,15.72
2018,140,5.18,0.59,91.47,2.62
2018,141,5.55,0.6,90.17,1.71
2018,142,7.2,0.63,92.22,2.47
2018,143,10.71,0.63,81.87,0.31
2018,144,6.0,0.68,81.48,0.71
2018,145,2.8,0.66,83.83,2.96
2018,146,1.74,0.79,89.17,5.61
2018,147,3.66,1.01,92.47,9.86
2018,148,2.27,0.75,82.4,4.22
2018,149,1.9,0.4,80.87,2.99
2018,150,4.1,0.32,74.68,1.49
2018,151,4.23,0.45,79.31,1.91
2018,152,2.46,0.52,90.71,11.64
2018,153,3.97,0.54,80.88,2.13
2018,154,3.27,0.54,84.74,5.6
2018,155,1.72,0.54,87.51,4.77
2018,156,2.99,0.55,88.74,6.72
2018,157,3.77,0.49,90.38,7.44
2018,158,3.86,0.43,89.99,8.54
2018,159,3.8,0.35,84.03,3.57
2018,160,3.81,0.42,83.88,4.08
2018,161,3.88,0.49,83.28,2.58
2018,162,4.17,0.57,82.69,2.52
2018,163,4.12,0.36,85.95,2.92
2018,164,6.09,0.43,87.44,3.8
2018,165,6.67,0.48,86.61,3.51
2018,166,7.33,0.51,74.29,0.33
2018,167,12.87,0.57,62.79,0.0
2018,168,16.09,0.55,58.99,0.0
2018,169,19.46,0.47,59.68,0.0
2018,170,18.73,0.52,65.79,0.1
2018,171,17.02,0.47,69.63,2.65
2018,172,13.66,0.53,74.68,0.1
2018,173,10.17,0.37,80.74,0.52
2018,174,9.95,0.35,78.11,0.34
2018,175,7.71,0.27,88.76,5.56
2018,176,6.43,0.52,83.41,4.22
2018,177,5.67,0.58,83.07,2.96
2018,178,6.12,0.3,81.6,1.54
2018,179,7.16,0.3,86.22,2.91
2018,180,8.5,0.34,90.71,6.64
2018,181,7.73,0.38,85.72,8.37
2018,182,5.7,0.35,85.51,4.35
2018,183,7.7,0.31,84.89,0.76
2018,184,10.61,0.33,81.46,1.52
2018,185,12.73,0.4,77.38,0.54
2018,186,12.59,0.41,82.0,6.87
2018,187,10.89,0.28,88.71,12.55
2018,188,10.32,0.29,87.08,4.59
2018,189,11.92,0.28,77.0,0.38
2018,190,12.34,0.37,75.68,0.09
2018,191,9.5,0.26,87.66,2.1
2018,192,9.42,0.25,91.86,1.96
2018,193,11.02,0.24,77.9,0.26
2018,194,10.3,0.36,73.31,0.68
2018,195,12.89,0.48,70.24,0.0
2018,196,12.46,0.44,75.34,0.0
2018,197,13.46,0.34,80.96,0.01
2018,198,13.8,0.33,83.98,3.31
2018,199,11.04,0.27,81.83,1.5
2018,200,8.51,0.24,85.61,5.41
2018,201,7.25,0.22,95.4,8.25
